container_id,container_name,container_type,container_category,location_context,geography,station_name,hall_name,area_name,carrier_name,volume_m3,max_biomass_kg,active,source_container_id,source_official_id,source_org_unit_id
3987,DEMO-TRUCK-03-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-03,12.00,840.00,True,,,
3988,DEMO-TRUCK-04-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3989,DEMO-TRUCK-04-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3990,DEMO-TRUCK-04-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3991,DEMO-TRUCK-04-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3992,DEMO-TRUCK-04-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3993,DEMO-TRUCK-04-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3994,DEMO-TRUCK-04-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3995,DEMO-TRUCK-04-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3996,DEMO-TRUCK-04-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3997,DEMO-TRUCK-04-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-04,12.00,840.00,True,,,
3998,DEMO-TRUCK-05-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
3999,DEMO-TRUCK-05-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4000,DEMO-TRUCK-05-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4001,DEMO-TRUCK-05-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4002,DEMO-TRUCK-05-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4003,DEMO-TRUCK-05-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4004,DEMO-TRUCK-05-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4005,DEMO-TRUCK-05-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4006,DEMO-TRUCK-05-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4007,DEMO-TRUCK-05-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-05,12.00,840.00,True,,,
4008,DEMO-TRUCK-06-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4009,DEMO-TRUCK-06-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4010,DEMO-TRUCK-06-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4011,DEMO-TRUCK-06-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4012,DEMO-TRUCK-06-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4013,DEMO-TRUCK-06-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4014,DEMO-TRUCK-06-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4015,DEMO-TRUCK-06-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4016,DEMO-TRUCK-06-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4017,DEMO-TRUCK-06-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-06,12.00,840.00,True,,,
4018,DEMO-TRUCK-07-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4019,DEMO-TRUCK-07-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4020,DEMO-TRUCK-07-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4021,DEMO-TRUCK-07-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4022,DEMO-TRUCK-07-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4023,DEMO-TRUCK-07-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4024,DEMO-TRUCK-07-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4025,DEMO-TRUCK-07-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4026,DEMO-TRUCK-07-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4027,DEMO-TRUCK-07-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-07,12.00,840.00,True,,,
4028,DEMO-TRUCK-08-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4029,DEMO-TRUCK-08-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4030,DEMO-TRUCK-08-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4031,DEMO-TRUCK-08-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4032,DEMO-TRUCK-08-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4033,DEMO-TRUCK-08-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4034,DEMO-TRUCK-08-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4035,DEMO-TRUCK-08-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4036,DEMO-TRUCK-08-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4037,DEMO-TRUCK-08-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-08,12.00,840.00,True,,,
4038,DEMO-TRUCK-09-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4039,DEMO-TRUCK-09-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4040,DEMO-TRUCK-09-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4041,DEMO-TRUCK-09-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4042,DEMO-TRUCK-09-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4043,DEMO-TRUCK-09-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4044,DEMO-TRUCK-09-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4045,DEMO-TRUCK-09-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4046,DEMO-TRUCK-09-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4047,DEMO-TRUCK-09-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-09,12.00,840.00,True,,,
4048,DEMO-TRUCK-10-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4049,DEMO-TRUCK-10-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4050,DEMO-TRUCK-10-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4051,DEMO-TRUCK-10-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4052,DEMO-TRUCK-10-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4053,DEMO-TRUCK-10-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4054,DEMO-TRUCK-10-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4055,DEMO-TRUCK-10-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4056,DEMO-TRUCK-10-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4057,DEMO-TRUCK-10-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-10,12.00,840.00,True,,,
4058,DEMO-TRUCK-11-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4059,DEMO-TRUCK-11-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4060,DEMO-TRUCK-11-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4061,DEMO-TRUCK-11-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4062,DEMO-TRUCK-11-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4063,DEMO-TRUCK-11-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4064,DEMO-TRUCK-11-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4065,DEMO-TRUCK-11-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4066,DEMO-TRUCK-11-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4067,DEMO-TRUCK-11-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-11,12.00,840.00,True,,,
4068,DEMO-TRUCK-12-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4069,DEMO-TRUCK-12-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4070,DEMO-TRUCK-12-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4071,DEMO-TRUCK-12-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4072,DEMO-TRUCK-12-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4073,DEMO-TRUCK-12-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4074,DEMO-TRUCK-12-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4075,DEMO-TRUCK-12-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4076,DEMO-TRUCK-12-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4077,DEMO-TRUCK-12-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-12,12.00,840.00,True,,,
4078,DEMO-TRUCK-13-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4079,DEMO-TRUCK-13-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4080,DEMO-TRUCK-13-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4081,DEMO-TRUCK-13-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4082,DEMO-TRUCK-13-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4083,DEMO-TRUCK-13-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4084,DEMO-TRUCK-13-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4085,DEMO-TRUCK-13-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4086,DEMO-TRUCK-13-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4087,DEMO-TRUCK-13-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-13,12.00,840.00,True,,,
4088,DEMO-TRUCK-14-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4089,DEMO-TRUCK-14-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4090,DEMO-TRUCK-14-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4091,DEMO-TRUCK-14-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4092,DEMO-TRUCK-14-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4093,DEMO-TRUCK-14-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4094,DEMO-TRUCK-14-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4095,DEMO-TRUCK-14-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4096,DEMO-TRUCK-14-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4097,DEMO-TRUCK-14-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-14,12.00,840.00,True,,,
4098,DEMO-TRUCK-15-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4099,DEMO-TRUCK-15-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4100,DEMO-TRUCK-15-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4101,DEMO-TRUCK-15-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4102,DEMO-TRUCK-15-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4103,DEMO-TRUCK-15-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4104,DEMO-TRUCK-15-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4105,DEMO-TRUCK-15-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4106,DEMO-TRUCK-15-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4107,DEMO-TRUCK-15-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-TRUCK-15,12.00,840.00,True,,,
4108,DEMO-VESSEL-01-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4109,DEMO-VESSEL-01-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4110,DEMO-VESSEL-01-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4111,DEMO-VESSEL-01-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4112,DEMO-VESSEL-01-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4113,DEMO-VESSEL-01-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4114,DEMO-VESSEL-01-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4115,DEMO-VESSEL-01-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4116,DEMO-VESSEL-01-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4117,DEMO-VESSEL-01-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-01,250.00,17500.00,True,,,
4118,DEMO-VESSEL-02-T01,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4119,DEMO-VESSEL-02-T02,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4120,DEMO-VESSEL-02-T03,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4121,DEMO-VESSEL-02-T04,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4122,DEMO-VESSEL-02-T05,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4123,DEMO-VESSEL-02-T06,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4124,DEMO-VESSEL-02-T07,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4125,DEMO-VESSEL-02-T08,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4126,DEMO-VESSEL-02-T09,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
4127,DEMO-VESSEL-02-T10,Pre-Transfer Tanks - Post-Smolt,TANK,carrier,,,,,DEMO-VESSEL-02,250.00,17500.00,True,,,
2918,FI-FW-01-A-C01,Incubation Trays,TRAY,hall,Faroe Islands,FI-FW-01,FI-FW-01-Hall-A,,,10.00,500.00,True,,,
2919,FI-FW-01-A-C02,Incubation Trays,TRAY,hall,Faroe Islands,FI-FW-01,FI-FW-01-Hall-A,,,10.00,500.00,True,,,
2920,FI-FW-01-A-C03,Incubation Trays,TRAY,hall,Faroe Islands,FI-FW-01,FI-FW-01-Hall-A,,,10.00,500.00,True,,,
2921,FI-FW-01-A-C04,Incubation Trays,TRAY,hall,Faroe Islands,FI-FW-01,FI-FW-01-Hall-A,,,10.00,500.00,True,,,
2922,FI-FW-01-A-C05,Incubation Trays,TRAY,hall,Faroe Islands,FI-FW-01,FI-FW-01-Hall-A,,,10.00,500.00,True,,,
2923,FI-FW-01-A-C06,Incubation Trays,TRAY,hall,Faroe Islands,FI-FW-01,FI-FW-01-Hall-A,,,10.00,500.00,True,,,
2924,FI-FW-01-A-C07,Incubation Trays,TRAY,hall,Faroe Islands,FI-FW-01,FI-FW-01-Hall-A,,,10.00,500.00,True,,,
